file,category,bpm,key,duration_sec,release_score,mix_score,master_score,arrangement_score,peak_db,rms_db,dynamic_range_db,clipping,low_end_total,mid_total,top_total,sub,bass_808,mud,low_mids,mids_melody,harsh_zone,highs,air,brightness,drum_activity,onset_density,top_problem,stem_vocal_to_beat_db,stem_bass_to_vocal_db,stem_melody_presence_score
Southsidesilhouette - Cost.wav,Southsidesilhouette,130.81,A Minor,152.33,83,86,86,75,-0.0,-10.63,10.63,True,30.03,42.77,27.2,14.75,15.28,13.96,14.51,14.3,13.37,14.01,13.19,High,High,4.14,Clipping detected: 3621 samples are near/over the limit.,,,
Southsidesilhouette - Dead₩rong.wav,Southsidesilhouette,150.0,G# Minor,128.14,83,86,86,75,0.0,-9.01,9.01,True,31.33,42.53,26.14,16.66,14.68,14.37,14.36,13.81,12.93,13.73,12.4,Medium,High,5.93,Clipping detected: 1922 samples are near/over the limit.,,,
Southsidesilhouette - Desperate Ho ⧸ In Kali.wav,Southsidesilhouette,156.25,B Minor,103.71,83,86,86,75,-0.02,-14.64,14.62,True,30.81,43.2,25.99,15.85,14.95,14.57,14.32,14.31,13.17,13.75,12.24,Medium,High,6.03,Clipping detected: 1 samples are near/over the limit.,,,
Southsidesilhouette - Down the Road.wav,Southsidesilhouette,140.62,A Minor,96.06,76,81,81,65,-0.0,-7.5,7.5,True,31.64,41.56,26.79,16.8,14.84,13.97,13.9,13.69,12.89,14.18,12.61,High,High,6.02,Clipping detected: 18412 samples are near/over the limit.,,,
Southsidesilhouette - DuffleBag.wav,Southsidesilhouette,137.2,C# Minor,115.41,79,81,81,75,0.0,-6.88,6.88,True,31.21,41.72,27.07,16.6,14.61,13.93,14.11,13.68,12.98,13.89,13.18,Medium,High,7.25,Clipping detected: 16533 samples are near/over the limit.,,,
Southsidesilhouette - GameOver.wav,Southsidesilhouette,117.19,E Minor,147.84,84,86,86,81,0.0,-12.39,12.39,True,31.7,43.02,25.28,16.44,15.26,14.93,14.3,13.8,12.93,13.24,12.04,Medium,High,5.18,Clipping detected: 87 samples are near/over the limit.,,,
Southsidesilhouette - Great.wav,Southsidesilhouette,130.81,D# Major,154.54,79,81,81,75,0.0,-6.14,6.14,True,31.69,42.07,26.24,16.88,14.81,14.01,14.36,13.71,12.51,13.49,12.75,Medium,High,7.09,Clipping detected: 15451 samples are near/over the limit.,,,
Southsidesilhouette - HELEN KELLER.wav,Southsidesilhouette,144.23,G Minor,124.42,83,86,86,75,0.0,-6.94,6.94,True,31.93,41.24,26.83,16.99,14.94,13.89,13.94,13.41,12.79,13.95,12.88,Medium,High,5.5,Clipping detected: 1945 samples are near/over the limit.,,,
Southsidesilhouette - Hope.wav,Southsidesilhouette,148.03,B Minor,149.01,84,86,86,81,-0.0,-11.96,11.96,True,29.97,43.04,26.99,15.7,14.27,14.64,14.51,13.89,13.26,13.81,13.18,Medium,High,3.13,Clipping detected: 1688 samples are near/over the limit.,,,
Southsidesilhouette - Kali Uchis.wav,Southsidesilhouette,137.2,F Major,171.05,79,81,81,75,-0.0,-6.83,6.83,True,30.97,42.3,26.72,16.48,14.5,14.28,14.24,13.78,13.01,13.83,12.9,High,High,6.2,Clipping detected: 10108 samples are near/over the limit.,,,
Southsidesilhouette - MANGOES AND CHAMOY.wav,Southsidesilhouette,125.0,A Minor,139.04,84,86,86,81,0.0,-7.02,7.02,True,31.57,41.87,26.56,16.66,14.91,14.07,14.12,13.68,12.85,13.96,12.61,Medium,High,5.87,Clipping detected: 386 samples are near/over the limit.,,,
Southsidesilhouette - Myself and I.wav,Southsidesilhouette,140.62,F# Major,124.44,60,53,53,75,0.0,-5.14,5.15,True,32.16,41.76,26.08,17.06,15.1,14.26,14.22,13.28,12.66,13.37,12.71,Medium,High,6.77,Clipping detected: 194056 samples are near/over the limit.,,,
Southsidesilhouette - NOT THE SAME.wav,Southsidesilhouette,153.41,E Minor,163.22,84,86,86,81,0.0,-9.09,9.09,True,31.11,42.17,26.72,16.35,14.76,14.03,14.27,13.87,13.26,13.91,12.81,High,High,5.45,Clipping detected: 1052 samples are near/over the limit.,,,
Southsidesilhouette - NUN.wav,Southsidesilhouette,130.81,F Major,134.05,83,86,86,75,-0.0,-8.95,8.95,True,30.17,43.5,26.33,16.23,13.95,14.63,14.95,13.92,12.96,13.49,12.84,Medium,High,5.21,Clipping detected: 429 samples are near/over the limit.,,,
Southsidesilhouette - NvrChangewav.wav,Southsidesilhouette,137.2,C# Major,113.34,71,65,65,85,0.0,-5.39,5.39,True,30.97,42.57,26.46,16.5,14.47,14.18,14.46,13.93,13.28,13.53,12.93,Medium,Medium,2.68,Clipping detected: 48284 samples are near/over the limit.,,,
Southsidesilhouette - SUICIDE DOORS.wav,Southsidesilhouette,140.62,E Major,178.04,81,81,81,81,-0.0,-7.11,7.11,True,31.06,42.67,26.28,16.88,14.18,14.26,14.3,14.11,13.55,13.81,12.47,Medium,High,3.93,Clipping detected: 12089 samples are near/over the limit.,,,
Southsidesilhouette - Sideways.wav,Southsidesilhouette,148.03,A Minor,169.94,83,86,86,75,-0.09,-14.33,14.24,True,30.41,43.71,25.89,16.35,14.06,14.91,14.73,14.07,13.08,13.87,12.02,Medium,High,4.83,Clipping detected: 5 samples are near/over the limit.,,,
Southsidesilhouette - SoWhat.wav,Southsidesilhouette,130.81,F# Minor,150.53,60,53,53,75,-0.0,-4.53,4.53,True,31.19,42.15,26.66,16.72,14.47,14.18,14.2,13.77,13.18,13.59,13.07,Medium,High,5.47,Clipping detected: 82561 samples are near/over the limit.,,,
Southsidesilhouette - Stackin.wav,Southsidesilhouette,156.25,D Major,100.04,83,86,86,75,-0.0,-6.09,6.09,True,31.98,42.26,25.76,17.21,14.77,13.77,14.44,14.05,12.86,13.43,12.33,Medium,High,7.31,Clipping detected: 1716 samples are near/over the limit.,,,
Southsidesilhouette - The Man.wav,Southsidesilhouette,137.2,D Minor,136.13,84,86,86,81,-0.0,-11.38,11.38,True,30.87,42.92,26.21,16.25,14.63,14.49,14.45,13.98,13.11,13.66,12.55,Medium,High,3.63,Clipping detected: 40 samples are near/over the limit.,,,
